Pos,Player,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Solo,Sk,Int,All-pro teams,Player-additional
DT,Chris Jones,KAN,27,5,14,14,0,0,0,0,0,0,0,0,0,0,0,18,9.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm SN: 1st Tm,JoneCh09
DT,Jonathan Allen,WAS,26,4,17,17,0,0,0,0,0,0,0,0,0,0,0,31,9.0,0,FW: 1st Tm All-Conf.,AlleJo01
OLB,Micah Parsons,DAL,22,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,64,13.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,ParsMi00
OLB,T.J. Watt,PIT,27,4,15,15,0,0,0,0,0,0,0,0,0,0,0,48,22.5,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm SN: 1st Tm,WattT.00
OLB,Robert Quinn,CHI,31,10,16,16,0,0,0,0,0,0,0,0,0,0,0,38,18.5,0,FW: 1st Tm All-Conf. AP: 2nd Tm,QuinRo00
OLB,Matt Judon,NWE,29,5,17,16,0,0,0,0,0,0,0,0,0,0,0,38,12.5,0,FW: 1st Tm All-Conf.,JudoMa00
ILB,De'Vondre Campbell,GNB,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,102,2.0,2,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,CampDe00
MLB,Shaquille Leonard,IND,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,75,0.0,4,FW: 1st Tm All-Conf. AP: 1st Tm PFF: 1st Tm SN: 1st Tm,LeonDa00
LB,Demario Davis,NOR,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,70,3.0,0,AP: 2nd Tm PFF: 2nd Tm,DaviDe00
LB,Roquan Smith,CHI,24,3,17,17,0,0,0,0,0,0,0,0,0,0,0,95,3.0,1,AP: 2nd Tm,SmitRo07
LB,Bobby Wagner,SEA,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,93,1.0,1,AP: 2nd Tm,WagnBo00
LB,Lavonte David,TAM,31,9,12,12,0,0,0,0,0,0,0,0,0,0,0,63,2.0,0,PFF: 2nd Tm,DaviLa00
CB,Jalen Ramsey,LAR,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,62,0.0,4,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,RamsJa00
CB,Trevon Diggs,DAL,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,43,0.0,11,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm SN: 1st Tm,DiggTr00
CB,AJ Terrell,ATL,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,52,1.0,3,PFF: 1st Tm AP: 2nd Tm,TerrAJ00
CB,J.C. Jackson,NWE,26,3,17,17,0,0,0,0,0,0,0,0,0,0,0,44,0.0,8,FW: 1st Tm All-Conf. AP: 2nd Tm,JackJ.00
CB,Xavien Howard,MIA,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,39,1.0,5,FW: 1st Tm All-Conf.,HowaXa00
CB,Chidobe Awuzie,CIN,26,4,14,14,0,0,0,0,0,0,0,0,0,0,0,53,0.0,2,PFF: 2nd Tm,AwuzCh00
CB,Darius Slay,PHI,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,40,0.0,3,PFF: 2nd Tm,SlayDa00
S,Kevin Byard,TEN,28,5,17,17,0,0,0,0,0,0,0,0,0,0,0,57,1.0,5,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,ByarKe01
S,Jordan Poyer,BUF,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,66,3.0,5,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,PoyeJo00
S,Derwin James,LAC,25,3,15,15,0,0,0,0,0,0,0,0,0,0,0,75,2.0,2,SN: 1st Tm,JameDe00
S,Antoine Winfield Jr.,TAM,23,1,13,13,0,0,0,0,0,0,0,0,0,0,0,62,2.0,2,PFF: 1st Tm,WinfAn00
S,Budda Baker,ARI,25,4,17,17,0,0,0,0,0,0,0,0,0,0,0,63,2.0,3,FW: 1st Tm All-Conf. AP: 2nd Tm,BakeBu00
S,Quandre Diggs,SEA,28,6,17,17,0,0,0,0,0,0,0,0,0,0,0,66,0.0,5,FW: 1st Tm All-Conf.,DiggQu00
S,Micah Hyde,BUF,31,8,17,17,0,0,0,0,0,0,0,0,0,0,0,53,1.0,5,AP: 2nd Tm PFF: 2nd Tm,HydeMi00
S,Marcus Williams,NOR,25,4,16,16,0,0,0,0,0,0,0,0,0,0,0,52,0.0,2,PFF: 2nd Tm,WillMa06
S,Justin Simmons,DEN,28,5,17,17,0,0,0,0,0,0,0,0,0,0,0,60,1.5,5,AP: 2nd Tm,SimmJu00
LS,Luke Rhodes,IND,29,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 1st Tm,RhodLu00
LS,Josh Harris,ATL,32,9,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,AP: 2nd Tm,HarrJo02
K,Jake Elliott,PHI,26,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFF: 2nd Tm,ElliJa03
K,Daniel Carlson,LVR,26,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm,CarlDa00
P,AJ Cole III,LVR,26,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm,ColeAJ01
P,Bryan Anger,DAL,33,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm PFF: 2nd Tm SN: 1st Tm,AngeBr00
PR,Devin Duvernay,BAL,24,1,16,7,0,0,0,0,0,7,50,0,33,272,2,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,DuveDe00
PR,Jakeem Grant,2TM,29,5,15,0,0,0,0,0,0,5,33,0,11,132,2,1,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm SN: 1st Tm,GranJa00
KR,Braxton Berrios,NYJ,26,2,16,1,0,0,0,0,0,7,40,2,46,431,2,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 2nd Tm,BerrBr00
KR,Kene Nwangwu,MIN,23,Rook,11,0,0,0,0,0,0,13,61,0,4,9,0,0,0.0,0,FW: 1st Tm All-Conf. PFF: 1st Tm SN: 1st Tm,NwanKe00
KR,Andre Roberts,2TM,33,11,16,0,0,0,0,0,0,3,19,0,1,35,0,0,0.0,0,AP: 2nd Tm,RobeAn00
ST,J.T. Gray,NOR,25,3,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm,GrayJ.00
ST,Matthew Adams,IND,26,3,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0,PFF: 1st Tm,AdamMa00
ST,Matthew Slater,NWE,36,13,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,FW: 1st Tm All-Conf. AP: 2nd Tm,SlatMa00
ST,Ashton Dulin,IND,24,2,17,1,0,0,0,0,0,3,32,0,13,173,2,12,0.0,0,AP: 2nd Tm PFF: 2nd Tm,DuliAs00
PK,Justin Tucker,BAL,32,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,FW: 1st Tm All-Conf. AP: 1st Tm FW: 1st Tm PFF: 1st Tm SN: 1st Tm,TuckJu00
PK,Matt Gay,LAR,27,2,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,FW: 1st Tm All-Conf.,GayxMa00
FLEX-O,Cordarrelle Patterson,ATL,30,8,16,13,0,1,0,0,0,153,618,6,52,548,5,0,0.0,0,PFF: 2nd Tm,PattCo00
FLEX-D,Jevon Holland,MIA,21,Rook,16,13,0,0,0,0,0,0,0,0,0,0,0,48,2.5,2,PFF: 2nd Tm,HollJe02
